Field1,Field2,Field3,Field4,Field5,Field6
pcm,fftMag,spectralSlope,sma,stddevRisingSlope,
pcm,fftMag,spectralSlope,sma,meanFallingSlope,
pcm,fftMag,spectralSlope,sma,stddevFallingSlope,
pcm,fftMag,spectralSlope,sma,linregc1,
pcm,fftMag,spectralSlope,sma,linregc2,
pcm,fftMag,spectralSlope,sma,linregerrQ,
pcm,fftMag,spectralSlope,sma,qregc1,
pcm,fftMag,spectralSlope,sma,qregc2,
pcm,fftMag,spectralSlope,sma,qregc3,
pcm,fftMag,spectralSlope,sma,qregerrQ,
pcm,fftMag,spectralSlope,sma,centroid,
pcm,fftMag,psySharpness,sma,amean,
pcm,fftMag,psySharpness,sma,flatness,
pcm,fftMag,psySharpness,sma,rqmean,
pcm,fftMag,psySharpness,sma,meanPeakDist,
pcm,fftMag,psySharpness,sma,peakDistStddev,
pcm,fftMag,psySharpness,sma,peakRangeAbs,
pcm,fftMag,psySharpness,sma,peakRangeRel,
pcm,fftMag,psySharpness,sma,peakMeanAbs,
pcm,fftMag,psySharpness,sma,peakMeanMeanDist,
pcm,fftMag,psySharpness,sma,peakMeanRel,
pcm,fftMag,psySharpness,sma,minRangeRel,
pcm,fftMag,psySharpness,sma,meanRisingSlope,
pcm,fftMag,psySharpness,sma,stddevRisingSlope,
pcm,fftMag,psySharpness,sma,meanFallingSlope,
pcm,fftMag,psySharpness,sma,stddevFallingSlope,
pcm,fftMag,psySharpness,sma,linregc1,
pcm,fftMag,psySharpness,sma,linregc2,
pcm,fftMag,psySharpness,sma,linregerrQ,
pcm,fftMag,psySharpness,sma,qregc1,
pcm,fftMag,psySharpness,sma,qregc2,
pcm,fftMag,psySharpness,sma,qregc3,
pcm,fftMag,psySharpness,sma,qregerrQ,
pcm,fftMag,psySharpness,sma,centroid,
pcm,fftMag,spectralHarmonicity,sma,amean,
pcm,fftMag,spectralHarmonicity,sma,flatness,
pcm,fftMag,spectralHarmonicity,sma,rqmean,
pcm,fftMag,spectralHarmonicity,sma,meanPeakDist,
pcm,fftMag,spectralHarmonicity,sma,peakDistStddev,
pcm,fftMag,spectralHarmonicity,sma,peakRangeAbs,
pcm,fftMag,spectralHarmonicity,sma,peakRangeRel,
pcm,fftMag,spectralHarmonicity,sma,peakMeanAbs,
pcm,fftMag,spectralHarmonicity,sma,peakMeanMeanDist,
pcm,fftMag,spectralHarmonicity,sma,peakMeanRel,
pcm,fftMag,spectralHarmonicity,sma,minRangeRel,
pcm,fftMag,spectralHarmonicity,sma,meanRisingSlope,
pcm,fftMag,spectralHarmonicity,sma,stddevRisingSlope,
pcm,fftMag,spectralHarmonicity,sma,meanFallingSlope,
pcm,fftMag,spectralHarmonicity,sma,stddevFallingSlope,
pcm,fftMag,spectralHarmonicity,sma,linregc1,
pcm,fftMag,spectralHarmonicity,sma,linregc2,
pcm,fftMag,spectralHarmonicity,sma,linregerrQ,
pcm,fftMag,spectralHarmonicity,sma,qregc1,
pcm,fftMag,spectralHarmonicity,sma,qregc2,
pcm,fftMag,spectralHarmonicity,sma,qregc3,
pcm,fftMag,spectralHarmonicity,sma,qregerrQ,
pcm,fftMag,spectralHarmonicity,sma,centroid,
mfcc,sma[1],amean,,,
mfcc,sma[1],flatness,,,
mfcc,sma[1],rqmean,,,
mfcc,sma[1],meanPeakDist,,,
mfcc,sma[1],peakDistStddev,,,
mfcc,sma[1],peakRangeAbs,,,
mfcc,sma[1],peakRangeRel,,,
mfcc,sma[1],peakMeanAbs,,,
mfcc,sma[1],peakMeanMeanDist,,,
mfcc,sma[1],peakMeanRel,,,
mfcc,sma[1],minRangeRel,,,
mfcc,sma[1],meanRisingSlope,,,
mfcc,sma[1],stddevRisingSlope,,,
mfcc,sma[1],meanFallingSlope,,,
mfcc,sma[1],stddevFallingSlope,,,
mfcc,sma[1],linregc1,,,
mfcc,sma[1],linregc2,,,
mfcc,sma[1],linregerrQ,,,
mfcc,sma[1],qregc1,,,
mfcc,sma[1],qregc2,,,
mfcc,sma[1],qregc3,,,
mfcc,sma[1],qregerrQ,,,
mfcc,sma[1],centroid,,,
mfcc,sma[2],amean,,,
mfcc,sma[2],flatness,,,
mfcc,sma[2],rqmean,,,
mfcc,sma[2],meanPeakDist,,,
mfcc,sma[2],peakDistStddev,,,
mfcc,sma[2],peakRangeAbs,,,
mfcc,sma[2],peakRangeRel,,,
mfcc,sma[2],peakMeanAbs,,,
mfcc,sma[2],peakMeanMeanDist,,,
mfcc,sma[2],peakMeanRel,,,
mfcc,sma[2],minRangeRel,,,
mfcc,sma[2],meanRisingSlope,,,
mfcc,sma[2],stddevRisingSlope,,,
mfcc,sma[2],meanFallingSlope,,,
mfcc,sma[2],stddevFallingSlope,,,
mfcc,sma[2],linregc1,,,
mfcc,sma[2],linregc2,,,
mfcc,sma[2],linregerrQ,,,
mfcc,sma[2],qregc1,,,
mfcc,sma[2],qregc2,,,
mfcc,sma[2],qregc3,,,
mfcc,sma[2],qregerrQ,,,
mfcc,sma[2],centroid,,,
mfcc,sma[3],amean,,,
mfcc,sma[3],flatness,,,
mfcc,sma[3],rqmean,,,
mfcc,sma[3],meanPeakDist,,,
mfcc,sma[3],peakDistStddev,,,
mfcc,sma[3],peakRangeAbs,,,
mfcc,sma[3],peakRangeRel,,,
mfcc,sma[3],peakMeanAbs,,,
mfcc,sma[3],peakMeanMeanDist,,,
mfcc,sma[3],peakMeanRel,,,
mfcc,sma[3],minRangeRel,,,
mfcc,sma[3],meanRisingSlope,,,
mfcc,sma[3],stddevRisingSlope,,,
mfcc,sma[3],meanFallingSlope,,,
mfcc,sma[3],stddevFallingSlope,,,
mfcc,sma[3],linregc1,,,
mfcc,sma[3],linregc2,,,
mfcc,sma[3],linregerrQ,,,
mfcc,sma[3],qregc1,,,
mfcc,sma[3],qregc2,,,
mfcc,sma[3],qregc3,,,
mfcc,sma[3],qregerrQ,,,
mfcc,sma[3],centroid,,,
mfcc,sma[4],amean,,,
mfcc,sma[4],flatness,,,
mfcc,sma[4],rqmean,,,
mfcc,sma[4],meanPeakDist,,,
mfcc,sma[4],peakDistStddev,,,
mfcc,sma[4],peakRangeAbs,,,
mfcc,sma[4],peakRangeRel,,,
mfcc,sma[4],peakMeanAbs,,,
mfcc,sma[4],peakMeanMeanDist,,,
mfcc,sma[4],peakMeanRel,,,
mfcc,sma[4],minRangeRel,,,
mfcc,sma[4],meanRisingSlope,,,
mfcc,sma[4],stddevRisingSlope,,,
mfcc,sma[4],meanFallingSlope,,,
mfcc,sma[4],stddevFallingSlope,,,
mfcc,sma[4],linregc1,,,
mfcc,sma[4],linregc2,,,
mfcc,sma[4],linregerrQ,,,
mfcc,sma[4],qregc1,,,
mfcc,sma[4],qregc2,,,
mfcc,sma[4],qregc3,,,
mfcc,sma[4],qregerrQ,,,
mfcc,sma[4],centroid,,,
mfcc,sma[5],amean,,,
mfcc,sma[5],flatness,,,
mfcc,sma[5],rqmean,,,
mfcc,sma[5],meanPeakDist,,,
mfcc,sma[5],peakDistStddev,,,
mfcc,sma[5],peakRangeAbs,,,
mfcc,sma[5],peakRangeRel,,,
mfcc,sma[5],peakMeanAbs,,,
mfcc,sma[5],peakMeanMeanDist,,,
mfcc,sma[5],peakMeanRel,,,
mfcc,sma[5],minRangeRel,,,
mfcc,sma[5],meanRisingSlope,,,
mfcc,sma[5],stddevRisingSlope,,,
mfcc,sma[5],meanFallingSlope,,,
mfcc,sma[5],stddevFallingSlope,,,
mfcc,sma[5],linregc1,,,
mfcc,sma[5],linregc2,,,
mfcc,sma[5],linregerrQ,,,
mfcc,sma[5],qregc1,,,
mfcc,sma[5],qregc2,,,
mfcc,sma[5],qregc3,,,
mfcc,sma[5],qregerrQ,,,
mfcc,sma[5],centroid,,,
mfcc,sma[6],amean,,,
mfcc,sma[6],flatness,,,
mfcc,sma[6],rqmean,,,
mfcc,sma[6],meanPeakDist,,,
mfcc,sma[6],peakDistStddev,,,
mfcc,sma[6],peakRangeAbs,,,
mfcc,sma[6],peakRangeRel,,,
mfcc,sma[6],peakMeanAbs,,,
mfcc,sma[6],peakMeanMeanDist,,,
mfcc,sma[6],peakMeanRel,,,
mfcc,sma[6],minRangeRel,,,
mfcc,sma[6],meanRisingSlope,,,
mfcc,sma[6],stddevRisingSlope,,,
mfcc,sma[6],meanFallingSlope,,,
mfcc,sma[6],stddevFallingSlope,,,
mfcc,sma[6],linregc1,,,
mfcc,sma[6],linregc2,,,
mfcc,sma[6],linregerrQ,,,
mfcc,sma[6],qregc1,,,
mfcc,sma[6],qregc2,,,
mfcc,sma[6],qregc3,,,
mfcc,sma[6],qregerrQ,,,
mfcc,sma[6],centroid,,,
mfcc,sma[7],amean,,,
mfcc,sma[7],flatness,,,
mfcc,sma[7],rqmean,,,
mfcc,sma[7],meanPeakDist,,,
mfcc,sma[7],peakDistStddev,,,
mfcc,sma[7],peakRangeAbs,,,
mfcc,sma[7],peakRangeRel,,,
mfcc,sma[7],peakMeanAbs,,,
mfcc,sma[7],peakMeanMeanDist,,,
mfcc,sma[7],peakMeanRel,,,
mfcc,sma[7],minRangeRel,,,
mfcc,sma[7],meanRisingSlope,,,
mfcc,sma[7],stddevRisingSlope,,,
mfcc,sma[7],meanFallingSlope,,,
mfcc,sma[7],stddevFallingSlope,,,
mfcc,sma[7],linregc1,,,
mfcc,sma[7],linregc2,,,
mfcc,sma[7],linregerrQ,,,
mfcc,sma[7],qregc1,,,
mfcc,sma[7],qregc2,,,
mfcc,sma[7],qregc3,,,
mfcc,sma[7],qregerrQ,,,
mfcc,sma[7],centroid,,,
mfcc,sma[8],amean,,,
mfcc,sma[8],flatness,,,
mfcc,sma[8],rqmean,,,
mfcc,sma[8],meanPeakDist,,,
mfcc,sma[8],peakDistStddev,,,
mfcc,sma[8],peakRangeAbs,,,
mfcc,sma[8],peakRangeRel,,,
mfcc,sma[8],peakMeanAbs,,,
mfcc,sma[8],peakMeanMeanDist,,,
mfcc,sma[8],peakMeanRel,,,
mfcc,sma[8],minRangeRel,,,
mfcc,sma[8],meanRisingSlope,,,
mfcc,sma[8],stddevRisingSlope,,,
mfcc,sma[8],meanFallingSlope,,,
mfcc,sma[8],stddevFallingSlope,,,
mfcc,sma[8],linregc1,,,
mfcc,sma[8],linregc2,,,
mfcc,sma[8],linregerrQ,,,
mfcc,sma[8],qregc1,,,
mfcc,sma[8],qregc2,,,
mfcc,sma[8],qregc3,,,
mfcc,sma[8],qregerrQ,,,
mfcc,sma[8],centroid,,,
mfcc,sma[9],amean,,,
mfcc,sma[9],flatness,,,
mfcc,sma[9],rqmean,,,
mfcc,sma[9],meanPeakDist,,,
mfcc,sma[9],peakDistStddev,,,
mfcc,sma[9],peakRangeAbs,,,
mfcc,sma[9],peakRangeRel,,,
mfcc,sma[9],peakMeanAbs,,,
mfcc,sma[9],peakMeanMeanDist,,,
mfcc,sma[9],peakMeanRel,,,
mfcc,sma[9],minRangeRel,,,
mfcc,sma[9],meanRisingSlope,,,
mfcc,sma[9],stddevRisingSlope,,,
mfcc,sma[9],meanFallingSlope,,,
mfcc,sma[9],stddevFallingSlope,,,
mfcc,sma[9],linregc1,,,
mfcc,sma[9],linregc2,,,
mfcc,sma[9],linregerrQ,,,
mfcc,sma[9],qregc1,,,
mfcc,sma[9],qregc2,,,
mfcc,sma[9],qregc3,,,
mfcc,sma[9],qregerrQ,,,
mfcc,sma[9],centroid,,,
mfcc,sma[10],amean,,,
mfcc,sma[10],flatness,,,
mfcc,sma[10],rqmean,,,
mfcc,sma[10],meanPeakDist,,,
mfcc,sma[10],peakDistStddev,,,
mfcc,sma[10],peakRangeAbs,,,
mfcc,sma[10],peakRangeRel,,,
mfcc,sma[10],peakMeanAbs,,,
mfcc,sma[10],peakMeanMeanDist,,,
mfcc,sma[10],peakMeanRel,,,
mfcc,sma[10],minRangeRel,,,
mfcc,sma[10],meanRisingSlope,,,
mfcc,sma[10],stddevRisingSlope,,,
mfcc,sma[10],meanFallingSlope,,,
mfcc,sma[10],stddevFallingSlope,,,
mfcc,sma[10],linregc1,,,
mfcc,sma[10],linregc2,,,
mfcc,sma[10],linregerrQ,,,
mfcc,sma[10],qregc1,,,
mfcc,sma[10],qregc2,,,
mfcc,sma[10],qregc3,,,
mfcc,sma[10],qregerrQ,,,
mfcc,sma[10],centroid,,,
mfcc,sma[11],amean,,,
mfcc,sma[11],flatness,,,
mfcc,sma[11],rqmean,,,
mfcc,sma[11],meanPeakDist,,,
mfcc,sma[11],peakDistStddev,,,
mfcc,sma[11],peakRangeAbs,,,
mfcc,sma[11],peakRangeRel,,,
mfcc,sma[11],peakMeanAbs,,,
mfcc,sma[11],peakMeanMeanDist,,,
mfcc,sma[11],peakMeanRel,,,
mfcc,sma[11],minRangeRel,,,
mfcc,sma[11],meanRisingSlope,,,
mfcc,sma[11],stddevRisingSlope,,,
mfcc,sma[11],meanFallingSlope,,,
mfcc,sma[11],stddevFallingSlope,,,
mfcc,sma[11],linregc1,,,
mfcc,sma[11],linregc2,,,
mfcc,sma[11],linregerrQ,,,
mfcc,sma[11],qregc1,,,
mfcc,sma[11],qregc2,,,
mfcc,sma[11],qregc3,,,
mfcc,sma[11],qregerrQ,,,
mfcc,sma[11],centroid,,,
mfcc,sma[12],amean,,,
mfcc,sma[12],flatness,,,
mfcc,sma[12],rqmean,,,
mfcc,sma[12],meanPeakDist,,,
mfcc,sma[12],peakDistStddev,,,
mfcc,sma[12],peakRangeAbs,,,
mfcc,sma[12],peakRangeRel,,,
mfcc,sma[12],peakMeanAbs,,,
mfcc,sma[12],peakMeanMeanDist,,,
mfcc,sma[12],peakMeanRel,,,
mfcc,sma[12],minRangeRel,,,
mfcc,sma[12],meanRisingSlope,,,
mfcc,sma[12],stddevRisingSlope,,,
mfcc,sma[12],meanFallingSlope,,,
mfcc,sma[12],stddevFallingSlope,,,
mfcc,sma[12],linregc1,,,
mfcc,sma[12],linregc2,,,
mfcc,sma[12],linregerrQ,,,
mfcc,sma[12],qregc1,,,
mfcc,sma[12],qregc2,,,
mfcc,sma[12],qregc3,,,
mfcc,sma[12],qregerrQ,,,
mfcc,sma[12],centroid,,,
mfcc,sma[13],amean,,,
mfcc,sma[13],flatness,,,
mfcc,sma[13],rqmean,,,
mfcc,sma[13],meanPeakDist,,,
mfcc,sma[13],peakDistStddev,,,
mfcc,sma[13],peakRangeAbs,,,
mfcc,sma[13],peakRangeRel,,,
mfcc,sma[13],peakMeanAbs,,,
mfcc,sma[13],peakMeanMeanDist,,,
mfcc,sma[13],peakMeanRel,,,
mfcc,sma[13],minRangeRel,,,
mfcc,sma[13],meanRisingSlope,,,
mfcc,sma[13],stddevRisingSlope,,,
mfcc,sma[13],meanFallingSlope,,,
mfcc,sma[13],stddevFallingSlope,,,
mfcc,sma[13],linregc1,,,
mfcc,sma[13],linregc2,,,
mfcc,sma[13],linregerrQ,,,
mfcc,sma[13],qregc1,,,
mfcc,sma[13],qregc2,,,
mfcc,sma[13],qregc3,,,
mfcc,sma[13],qregerrQ,,,
mfcc,sma[13],centroid,,,
mfcc,sma[14],amean,,,
mfcc,sma[14],flatness,,,
mfcc,sma[14],rqmean,,,
mfcc,sma[14],meanPeakDist,,,
mfcc,sma[14],peakDistStddev,,,
mfcc,sma[14],peakRangeAbs,,,
mfcc,sma[14],peakRangeRel,,,
mfcc,sma[14],peakMeanAbs,,,
mfcc,sma[14],peakMeanMeanDist,,,
mfcc,sma[14],peakMeanRel,,,
mfcc,sma[14],minRangeRel,,,
mfcc,sma[14],meanRisingSlope,,,
mfcc,sma[14],stddevRisingSlope,,,
mfcc,sma[14],meanFallingSlope,,,
mfcc,sma[14],stddevFallingSlope,,,
mfcc,sma[14],linregc1,,,
mfcc,sma[14],linregc2,,,
mfcc,sma[14],linregerrQ,,,
mfcc,sma[14],qregc1,,,
mfcc,sma[14],qregc2,,,
mfcc,sma[14],qregc3,,,
mfcc,sma[14],qregerrQ,,,
mfcc,sma[14],centroid,,,
audspec,lengthL1norm,sma,de,flatness,
audspec,lengthL1norm,sma,de,posamean,
audspec,lengthL1norm,sma,de,rqmean,
audspec,lengthL1norm,sma,de,meanPeakDist,
audspec,lengthL1norm,sma,de,peakDistStddev,
audspec,lengthL1norm,sma,de,peakRangeAbs,
audspec,lengthL1norm,sma,de,peakRangeRel,
audspec,lengthL1norm,sma,de,peakMeanAbs,
audspec,lengthL1norm,sma,de,peakMeanMeanDist,
audspec,lengthL1norm,sma,de,peakMeanRel,
audspec,lengthL1norm,sma,de,minRangeRel,
audspec,lengthL1norm,sma,de,meanRisingSlope,
audspec,lengthL1norm,sma,de,stddevRisingSlope,
audspec,lengthL1norm,sma,de,meanFallingSlope,
audspec,lengthL1norm,sma,de,stddevFallingSlope,
audspecRasta,lengthL1norm,sma,de,flatness,
audspecRasta,lengthL1norm,sma,de,posamean,
audspecRasta,lengthL1norm,sma,de,rqmean,
audspecRasta,lengthL1norm,sma,de,meanPeakDist,
audspecRasta,lengthL1norm,sma,de,peakDistStddev,
audspecRasta,lengthL1norm,sma,de,peakRangeAbs,
audspecRasta,lengthL1norm,sma,de,peakRangeRel,
audspecRasta,lengthL1norm,sma,de,peakMeanAbs,
audspecRasta,lengthL1norm,sma,de,peakMeanMeanDist,
audspecRasta,lengthL1norm,sma,de,peakMeanRel,
audspecRasta,lengthL1norm,sma,de,minRangeRel,
audspecRasta,lengthL1norm,sma,de,meanRisingSlope,
audspecRasta,lengthL1norm,sma,de,stddevRisingSlope,
audspecRasta,lengthL1norm,sma,de,meanFallingSlope,
audspecRasta,lengthL1norm,sma,de,stddevFallingSlope,
pcm,RMSenergy,sma,de,flatness,
pcm,RMSenergy,sma,de,posamean,
pcm,RMSenergy,sma,de,rqmean,
pcm,RMSenergy,sma,de,meanPeakDist,
pcm,RMSenergy,sma,de,peakDistStddev,
pcm,RMSenergy,sma,de,peakRangeAbs,
pcm,RMSenergy,sma,de,peakRangeRel,
pcm,RMSenergy,sma,de,peakMeanAbs,
pcm,RMSenergy,sma,de,peakMeanMeanDist,
pcm,RMSenergy,sma,de,peakMeanRel,
pcm,RMSenergy,sma,de,minRangeRel,
pcm,RMSenergy,sma,de,meanRisingSlope,
pcm,RMSenergy,sma,de,stddevRisingSlope,
pcm,RMSenergy,sma,de,meanFallingSlope,
pcm,RMSenergy,sma,de,stddevFallingSlope,
pcm,zcr,sma,de,flatness,
pcm,zcr,sma,de,posamean,
pcm,zcr,sma,de,rqmean,
pcm,zcr,sma,de,meanPeakDist,
pcm,zcr,sma,de,peakDistStddev,
pcm,zcr,sma,de,peakRangeAbs,
pcm,zcr,sma,de,peakRangeRel,
pcm,zcr,sma,de,peakMeanAbs,
pcm,zcr,sma,de,peakMeanMeanDist,
pcm,zcr,sma,de,peakMeanRel,
pcm,zcr,sma,de,minRangeRel,
pcm,zcr,sma,de,meanRisingSlope,
pcm,zcr,sma,de,stddevRisingSlope,
pcm,zcr,sma,de,meanFallingSlope,
pcm,zcr,sma,de,stddevFallingSlope,
audSpec,Rfilt,sma,de[0],flatness,
audSpec,Rfilt,sma,de[0],posamean,
audSpec,Rfilt,sma,de[0],rqmean,
audSpec,Rfilt,sma,de[0],meanPeakDist,
audSpec,Rfilt,sma,de[0],peakDistStddev,
audSpec,Rfilt,sma,de[0],peakRangeAbs,
audSpec,Rfilt,sma,de[0],peakRangeRel,
audSpec,Rfilt,sma,de[0],peakMeanAbs,
audSpec,Rfilt,sma,de[0],peakMeanMeanDist,
audSpec,Rfilt,sma,de[0],peakMeanRel,
audSpec,Rfilt,sma,de[0],minRangeRel,
audSpec,Rfilt,sma,de[0],meanRisingSlope,
audSpec,Rfilt,sma,de[0],stddevRisingSlope,
audSpec,Rfilt,sma,de[0],meanFallingSlope,
audSpec,Rfilt,sma,de[0],stddevFallingSlope,
audSpec,Rfilt,sma,de[1],flatness,
audSpec,Rfilt,sma,de[1],posamean,
audSpec,Rfilt,sma,de[1],rqmean,
audSpec,Rfilt,sma,de[1],meanPeakDist,
audSpec,Rfilt,sma,de[1],peakDistStddev,
audSpec,Rfilt,sma,de[1],peakRangeAbs,
audSpec,Rfilt,sma,de[1],peakRangeRel,
audSpec,Rfilt,sma,de[1],peakMeanAbs,
audSpec,Rfilt,sma,de[1],peakMeanMeanDist,
audSpec,Rfilt,sma,de[1],peakMeanRel,
audSpec,Rfilt,sma,de[1],minRangeRel,
audSpec,Rfilt,sma,de[1],meanRisingSlope,
audSpec,Rfilt,sma,de[1],stddevRisingSlope,
audSpec,Rfilt,sma,de[1],meanFallingSlope,
audSpec,Rfilt,sma,de[1],stddevFallingSlope,
audSpec,Rfilt,sma,de[2],flatness,
audSpec,Rfilt,sma,de[2],posamean,
audSpec,Rfilt,sma,de[2],rqmean,
audSpec,Rfilt,sma,de[2],meanPeakDist,
audSpec,Rfilt,sma,de[2],peakDistStddev,
audSpec,Rfilt,sma,de[2],peakRangeAbs,
audSpec,Rfilt,sma,de[2],peakRangeRel,
audSpec,Rfilt,sma,de[2],peakMeanAbs,
audSpec,Rfilt,sma,de[2],peakMeanMeanDist,
audSpec,Rfilt,sma,de[2],peakMeanRel,
audSpec,Rfilt,sma,de[2],minRangeRel,
audSpec,Rfilt,sma,de[2],meanRisingSlope,
audSpec,Rfilt,sma,de[2],stddevRisingSlope,
audSpec,Rfilt,sma,de[2],meanFallingSlope,
audSpec,Rfilt,sma,de[2],stddevFallingSlope,
audSpec,Rfilt,sma,de[3],flatness,
audSpec,Rfilt,sma,de[3],posamean,
audSpec,Rfilt,sma,de[3],rqmean,
audSpec,Rfilt,sma,de[3],meanPeakDist,
audSpec,Rfilt,sma,de[3],peakDistStddev,
audSpec,Rfilt,sma,de[3],peakRangeAbs,
audSpec,Rfilt,sma,de[3],peakRangeRel,
audSpec,Rfilt,sma,de[3],peakMeanAbs,
audSpec,Rfilt,sma,de[3],peakMeanMeanDist,
audSpec,Rfilt,sma,de[3],peakMeanRel,
audSpec,Rfilt,sma,de[3],minRangeRel,
audSpec,Rfilt,sma,de[3],meanRisingSlope,
audSpec,Rfilt,sma,de[3],stddevRisingSlope,
audSpec,Rfilt,sma,de[3],meanFallingSlope,
audSpec,Rfilt,sma,de[3],stddevFallingSlope,
audSpec,Rfilt,sma,de[4],flatness,
audSpec,Rfilt,sma,de[4],posamean,
audSpec,Rfilt,sma,de[4],rqmean,
audSpec,Rfilt,sma,de[4],meanPeakDist,
audSpec,Rfilt,sma,de[4],peakDistStddev,
audSpec,Rfilt,sma,de[4],peakRangeAbs,
audSpec,Rfilt,sma,de[4],peakRangeRel,
audSpec,Rfilt,sma,de[4],peakMeanAbs,
audSpec,Rfilt,sma,de[4],peakMeanMeanDist,
audSpec,Rfilt,sma,de[4],peakMeanRel,
audSpec,Rfilt,sma,de[4],minRangeRel,
audSpec,Rfilt,sma,de[4],meanRisingSlope,
audSpec,Rfilt,sma,de[4],stddevRisingSlope,
audSpec,Rfilt,sma,de[4],meanFallingSlope,
audSpec,Rfilt,sma,de[4],stddevFallingSlope,
audSpec,Rfilt,sma,de[5],flatness,
audSpec,Rfilt,sma,de[5],posamean,
audSpec,Rfilt,sma,de[5],rqmean,
audSpec,Rfilt,sma,de[5],meanPeakDist,
audSpec,Rfilt,sma,de[5],peakDistStddev,
audSpec,Rfilt,sma,de[5],peakRangeAbs,
audSpec,Rfilt,sma,de[5],peakRangeRel,
audSpec,Rfilt,sma,de[5],peakMeanAbs,
audSpec,Rfilt,sma,de[5],peakMeanMeanDist,
audSpec,Rfilt,sma,de[5],peakMeanRel,
audSpec,Rfilt,sma,de[5],minRangeRel,
audSpec,Rfilt,sma,de[5],meanRisingSlope,
audSpec,Rfilt,sma,de[5],stddevRisingSlope,
audSpec,Rfilt,sma,de[5],meanFallingSlope,
audSpec,Rfilt,sma,de[5],stddevFallingSlope,
audSpec,Rfilt,sma,de[6],flatness,
audSpec,Rfilt,sma,de[6],posamean,
audSpec,Rfilt,sma,de[6],rqmean,
audSpec,Rfilt,sma,de[6],meanPeakDist,
audSpec,Rfilt,sma,de[6],peakDistStddev,
audSpec,Rfilt,sma,de[6],peakRangeAbs,
audSpec,Rfilt,sma,de[6],peakRangeRel,
audSpec,Rfilt,sma,de[6],peakMeanAbs,
audSpec,Rfilt,sma,de[6],peakMeanMeanDist,
audSpec,Rfilt,sma,de[6],peakMeanRel,
audSpec,Rfilt,sma,de[6],minRangeRel,
audSpec,Rfilt,sma,de[6],meanRisingSlope,
audSpec,Rfilt,sma,de[6],stddevRisingSlope,
audSpec,Rfilt,sma,de[6],meanFallingSlope,
audSpec,Rfilt,sma,de[6],stddevFallingSlope,
audSpec,Rfilt,sma,de[7],flatness,
audSpec,Rfilt,sma,de[7],posamean,
audSpec,Rfilt,sma,de[7],rqmean,
audSpec,Rfilt,sma,de[7],meanPeakDist,
audSpec,Rfilt,sma,de[7],peakDistStddev,
audSpec,Rfilt,sma,de[7],peakRangeAbs,
audSpec,Rfilt,sma,de[7],peakRangeRel,
audSpec,Rfilt,sma,de[7],peakMeanAbs,
audSpec,Rfilt,sma,de[7],peakMeanMeanDist,
audSpec,Rfilt,sma,de[7],peakMeanRel,
audSpec,Rfilt,sma,de[7],minRangeRel,
audSpec,Rfilt,sma,de[7],meanRisingSlope,
audSpec,Rfilt,sma,de[7],stddevRisingSlope,
audSpec,Rfilt,sma,de[7],meanFallingSlope,
audSpec,Rfilt,sma,de[7],stddevFallingSlope,
audSpec,Rfilt,sma,de[8],flatness,
audSpec,Rfilt,sma,de[8],posamean,
audSpec,Rfilt,sma,de[8],rqmean,
audSpec,Rfilt,sma,de[8],meanPeakDist,
audSpec,Rfilt,sma,de[8],peakDistStddev,
audSpec,Rfilt,sma,de[8],peakRangeAbs,
audSpec,Rfilt,sma,de[8],peakRangeRel,
audSpec,Rfilt,sma,de[8],peakMeanAbs,
audSpec,Rfilt,sma,de[8],peakMeanMeanDist,
audSpec,Rfilt,sma,de[8],peakMeanRel,
audSpec,Rfilt,sma,de[8],minRangeRel,
audSpec,Rfilt,sma,de[8],meanRisingSlope,
audSpec,Rfilt,sma,de[8],stddevRisingSlope,
audSpec,Rfilt,sma,de[8],meanFallingSlope,
audSpec,Rfilt,sma,de[8],stddevFallingSlope,
audSpec,Rfilt,sma,de[9],flatness,
audSpec,Rfilt,sma,de[9],posamean,
audSpec,Rfilt,sma,de[9],rqmean,
audSpec,Rfilt,sma,de[9],meanPeakDist,
audSpec,Rfilt,sma,de[9],peakDistStddev,
audSpec,Rfilt,sma,de[9],peakRangeAbs,
audSpec,Rfilt,sma,de[9],peakRangeRel,
audSpec,Rfilt,sma,de[9],peakMeanAbs,
audSpec,Rfilt,sma,de[9],peakMeanMeanDist,
audSpec,Rfilt,sma,de[9],peakMeanRel,
audSpec,Rfilt,sma,de[9],minRangeRel,
audSpec,Rfilt,sma,de[9],meanRisingSlope,
audSpec,Rfilt,sma,de[9],stddevRisingSlope,
audSpec,Rfilt,sma,de[9],meanFallingSlope,
audSpec,Rfilt,sma,de[9],stddevFallingSlope,
audSpec,Rfilt,sma,de[10],flatness,
audSpec,Rfilt,sma,de[10],posamean,
audSpec,Rfilt,sma,de[10],rqmean,
audSpec,Rfilt,sma,de[10],meanPeakDist,
audSpec,Rfilt,sma,de[10],peakDistStddev,
audSpec,Rfilt,sma,de[10],peakRangeAbs,
audSpec,Rfilt,sma,de[10],peakRangeRel,
audSpec,Rfilt,sma,de[10],peakMeanAbs,
audSpec,Rfilt,sma,de[10],peakMeanMeanDist,
audSpec,Rfilt,sma,de[10],peakMeanRel,
audSpec,Rfilt,sma,de[10],minRangeRel,
audSpec,Rfilt,sma,de[10],meanRisingSlope,
audSpec,Rfilt,sma,de[10],stddevRisingSlope,
audSpec,Rfilt,sma,de[10],meanFallingSlope,
